	Domain	Phylum	Class	Order	Family	Genus	Species	Select
5438e75153393c2dda98fe3d99c26da1	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ND	ND	NP
2a4426d3d2adbd9d57cfc77e53585048	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	ND	ND	NP
bc480af024be641e79b2536924725672	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	ND	ND	NP
1dca104d96e09a385302f0e0ec8b8553	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ND	ND	NP
265596b4f5d0f6e8e5d53dcca006ff78	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	ND	ND	NP
bfa58ca7c2f55dc81281d2469dc4f0a3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	ND	ND	NP
13bfc2ecc4f88e0d5804cd33ae7390bf	Bacteria	ND	ND	ND	ND	ND	ND	NP
c9d02a3d19186627c3d73e074c13de02	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	ND	ND	NP
9b42a5f025a9cb1b5f9f87cd550bcd63	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	ND	ND	NP
406ddb380aabf6831d21c426adff5b35	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	ND	ND	ND	NP
bc28a2209a55843e474886e3265e63da	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	ND	ND	NP
39730ff4c716d18c6f0c9e93a622a797	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	ND	ND	NP
1dab56e5e37bd1d9b10f607ae8af69d4	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	ND	ND	ND	NP
ee4586eaa11c216e0ba35c2d8e8ed9ba	Bacteria	ND	ND	ND	ND	ND	ND	NP
9b4c3de5ec3a40d70a251f53415a8af4	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ND	ND	NP
abe6f25b8f70b7f5dfb63b06a96cf7e0	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	ND	ND	NP
787bf68780da4531c6a28b25a870fc3e	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	ND	ND	NP
15d56c1957f615a428b92ab2d5f3e1ee	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	ND	ND	NP
ce8d351a1fcce594b646b9b36866208b	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	ND	ND	NP
1aac79790478eea732660c305af822c6	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	ND	ND	NP
fb80f651a70af6267cd873a2a8983c1e	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	ND	ND	NP
aa6972ccc566f0de70e4d76e0ab18026	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	ND	ND	NP
1547e1c203c67b773f73c1fef1072566	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	ND	ND	NP
7bdce102ecb928c01a3a546b6f84d64b	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	ND	ND	ND	NP
654516f65daff11c2655693d5cc754f5	Bacteria	Proteobacteria	Alphaproteobacteria	ND	ND	ND	ND	NP
6bb83e664fa4342872361fd2c6777816	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	ND	ND	NP
ab8db83bf6d7e3b6355066b6f29b7b3d	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	ND	ND	ND	NP
59364744507fc064189cc76039389725	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	ND	ND	NP
655273c1c38e976754fa517fa9a40f4a	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	ND	ND	NP
f527af6b382d2df2e1ba7a1abec8e04e	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	ND	ND	NP
171972b080255260c9263c8ea1265bd2	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	ND	ND	NP
b235e704ca4ee3a5670236e8506e4b90	Bacteria	ND	ND	ND	ND	ND	ND	NP
4da74228b73636308b1bda81ac561cf1	Bacteria	ND	ND	ND	ND	ND	ND	NP
6696d9f31a0193c0300c39ab784af88f	Bacteria	Cyanobacteria	Cyanobacteriia	ND	ND	ND	ND	NP
47845e628f9b9b82d4661a2464c726fb	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	ND	ND	NP
6a334bad5af809f49fec304c910ee441	Bacteria	ND	ND	ND	ND	ND	ND	NP
4e02f433b682b6e30b09f02bc6cd5828	Bacteria	ND	ND	ND	ND	ND	ND	NP
585acbab6a2210c0f4feb3a5180a89a3	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	ND	ND	NP
e5a7bec7957b775dc2cc24cd8430ec46	Bacteria	ND	ND	ND	ND	ND	ND	NP
1c49bd44917c8fb3b0b5d1fbef9e4a23	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	ND	ND	ND	NP
0b5e13e28e58ae2994f6e4396079b62d	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	ND	ND	NP
04ba130e51433441746397e486ae3b75	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	ND	ND	NP
31d335ee794a585e084f091623e0b804	Bacteria	ND	ND	ND	ND	ND	ND	NP
8feff4fb993943279e1768300901c845	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ND	ND	NP
fb5c2aa7e7a97d1ba29b2c9405cb6a41	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	ND	ND	NP
b775a74d07e6631a62e70fa98cca0111	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	ND	ND	NP
c96a29ac5efea0b8733aed636fa5392d	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	ND	ND	NP
5d418b89cf14c9a0c2865848a51ecfd8	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	ND	ND	NP
c9ae939a651974d5565dc8992d7bc12c	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	ND	ND	NP
6086494e482ce2421baf3dea9d4f1583	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	ND	ND	NP
478f81e3c00c6dc5011b18f6420020e7	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	ND	ND	NP
0f87b2e1cfa29b9e154cfa4a13d1721b	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	ND	ND	NP
93a299b4f0a27d63080dedea3a7d049d	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	ND	ND	NP
af86bbabe1108c06d30d2f59e79e368a	Bacteria	ND	ND	ND	ND	ND	ND	NP
caf882cc95f5013a1dcb063a419fa2f2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	ND	ND	NP
114767ba9c6e9165aec6f0ad7a6014c3	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	ND	ND	ND	NP
98f9bea9c82214a8bc38a9bea4ae2a49	Bacteria	ND	ND	ND	ND	ND	ND	NP
4e2690172de181a576f76f0e78e82f55	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Cellulomonadaceae	ND	ND	NP
6a649a1ad8d0c348acce7d1ae9b9798c	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	ND	ND	NP
e8496fd359afa9479908aeaeb31e7ec0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	ND	ND	ND	NP
2d1f4746ca3aa729c3228d8e0e151c45	Bacteria	ND	ND	ND	ND	ND	ND	NP
e9e3dd9ec26ec854537044b9ad34a6c7	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	ND	ND	NP
6d44544ed9b81944c68b1c136ba25be3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	ND	ND	NP
c5bda1788bbe639cc12880d1cfb87b51	Bacteria	ND	ND	ND	ND	ND	ND	NP
b260b002961cd1d6da1be416fed30df2	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	ND	ND	NP
e1b4efc7e8eb085fed5b4ef0fb3cb719	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	ND	ND	NP
8119203170b011c5d35fa1a0538236fd	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	ND	ND	ND	NP
198e9a1124d932eae4a59bed2c2812f6	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	ND	ND	NP
9af3d29448a9ec723bd844fb4a0a2c6d	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	ND	ND	ND	NP
f63605b4c91569f1b2f53d14ec580ee7	Bacteria	Proteobacteria	Alphaproteobacteria	ND	ND	ND	ND	NP
8bbacea5f759f0f47a722a47dec30066	Bacteria	ND	ND	ND	ND	ND	ND	NP
a7da93a9744a7863292bcf97d47b6a10	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	ND	ND	NP
fcf2a620cf6b8157fbc9fb7ae3b82fee	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	ND	ND	NP
7c9260cb39c10fef45b09ad77d5adb8f	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ND	ND	NP
b6910d028fa07792164800401ad25bb5	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	ND	ND	NP
dab1160ee7a4ecf9945086ff09f99528	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	ND	ND	NP
56dccc21fbd514e7536d6ee16598792a	Bacteria	Chloroflexi	ND	ND	ND	ND	ND	NP
e95f31bf6faff68165b46c180010805f	Bacteria	1	ND	ND	ND	ND	ND	NP
33436bdd829527463d04a7f4e60470c9	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	ND	ND	NP
91fdf3f4c7372ee98a35b1cb3d89d3e6	Bacteria	ND	ND	ND	ND	ND	ND	NP
1f63e279afc87033f1f4dc373e45ad5d	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	ND	ND	NP
9351319207f210707ca5163aa8da8f28	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	ND	ND	NP
3fc6db1f7994ffd8576af237404d7a2d	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	ND	ND	NP
73cc78dfccde26201cba90cddda90d32	Bacteria	ND	ND	ND	ND	ND	ND	NP
66a2d1ffe874233d43f3c13b6a1b26f6	Bacteria	ND	ND	ND	ND	ND	ND	NP
f36c50279a8fa1c121cb9dda1ab1cb42	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	ND	ND	NP
2438a8484da4cf6d12d8ee4a541d7c29	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	ND	ND	NP
e249f591ccb3d654deaed1f6e3f102a5	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	ND	ND	NP
ce1b9166db5412f35ef91b007af621db	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	ND	ND	ND	NP
3ee8292683c7ea64f6f9f8577ab137bd	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	ND	ND	NP
4a0a6f207e0aa35570e56f5c2b39502e	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ND	ND	NP
dab895195ed63f1a808eaf0228334def	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	ND	ND	NP
e87590da923a752c97247e19ff9fb876	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	ND	ND	NP
da94c74c3f0833139a04429edcaf584b	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	ND	ND	NP
f754fa223609d6146cbe702db3092697	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	ND	ND	NP
5fc3cc42dde2a124813e0c26d13333c2	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	ND	ND	NP
4b9b7b977989f478c7de39324c19d194	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	ND	ND	NP
90a6123a32c99a24b4cae91217dbbeb0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	ND	ND	NP
1b9bff363866c4820ffba7c29306643c	Bacteria	Chloroflexi	Anaerolineae	ND	ND	ND	ND	NP
78f872288c08f694ca974522c15abe21	Bacteria	Proteobacteria	Alphaproteobacteria	ND	ND	ND	ND	NP
89bcc8ca2d5cd8923ced82652cb3e088	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	ND	ND	NP
025da361046f1ef0a0a38bf091578304	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	ND	ND	NP
6c5f4f9666d82b1bedf94e99acfe6741	Bacteria	Firmicutes	Bacilli	Bacillales	ND	ND	ND	NP
ad1f92b1b392ff27d4d494483855455d	Bacteria	ND	ND	ND	ND	ND	ND	NP
07801cdc548aad651e62c058d18e3c60	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	ND	ND	NP
b0a046b17d8b8780f1d8a6ff9a4e1447	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	ND	ND	NP
f32490b8845851fe9be12251653f85f3	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ND	ND	NP
205212426e46a492aa76631abe1e8a10	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	ND	ND	NP
78b25520e2fa7db0b9f2c9f82e9b71ab	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	ND	ND	NP
34268bb76f3caa05af26546991d33db6	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	ND	ND	NP
e84dc215f92eaccbbef12041d1664dff	Bacteria	ND	ND	ND	ND	ND	ND	NP
d9ff295be1d83bc9124f6362f876b16c	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	ND	ND	ND	NP
e1b2e52fba45e28957d5528f3919056e	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	ND	ND	NP
68391de824df0cc41d131987344f9324	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	ND	ND	NP
f32ccaa894c763b0118d74ca93ab47c6	Bacteria	ND	ND	ND	ND	ND	ND	NP
cc61d9e6cee9db8d7d4c36236cfe6c46	Bacteria	ND	ND	ND	ND	ND	ND	NP
295b4fc52bbe62488fad64135cf9b995	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	ND	ND	NP
4935f1528b64ddf63e0797bc5c9c52e2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	ND	ND	NP
e96f35df120b9b08854d8abb156eeada	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	ND	ND	NP
f9c7687c0d817b8ed8f98beb07648c66	Bacteria	ND	ND	ND	ND	ND	ND	NP
4e496a45717ce63994ffa798adf2e34e	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	ND	ND	NP
bd5d02cf1509c352b7eede2cdcebba40	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	ND	ND	NP
5687c66bb9ae2657b077cfd2e975ff55	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	ND	ND	NP
11118d0ef7f7b766ff3e3512a38996fb	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	ND	ND	NP
d408b512fcaa61f0f6ae36638ed6d32c	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	ND	ND	NP
615d4db50bc0d414cb1b721364f166c3	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	ND	ND	NP
fd1098cd571337c869bc804919b0f630	Bacteria	Firmicutes	Bacilli	Bacillales	ND	ND	ND	NP
729f0c3b74e46aa75d2f30a8297f5c84	Bacteria	ND	ND	ND	ND	ND	ND	NP
67610ccbfcd3d09304782ef9af321eab	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	ND	ND	NP
4837cdf9d4a86ad21d994419283d784b	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	ND	ND	NP
985144618e500af109ed189846a18d0b	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	ND	ND	NP
446cb9f4bcae28a8026136afb04a430b	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	ND	ND	NP
2d0e21aa7ce41fadb5868b452dd9b45d	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	ND	ND	NP
a0a9c15f0cc9ed1aa7e940dfda9eebd0	Bacteria	ND	ND	ND	ND	ND	ND	NP
29b298d5aa845f44f555643152f82c31	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	ND	ND	NP
adbda4915419b8f4cd4a001a04cdfc02	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	ND	ND	NP
dfb8eb6f838c9801a0a5b9e90d904280	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	ND	ND	ND	NP
d9ddb88880f899ccb6d63e8fa32b1018	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	ND	ND	NP
e6ec144c23d9bf6b6543e6706284f08d	Bacteria	ND	ND	ND	ND	ND	ND	NP
b0d8392c75881c5814105f881375bad2	Bacteria	1	ND	ND	ND	ND	ND	NP
a031ac98c298ada821d56adaab17094c	Bacteria	1	ND	ND	ND	ND	ND	NP
7eb79f51c35f9bc8297d627aa04251b7	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	ND	ND	NP
9cf3c296a40735ca6c5c6ac76a3a0dee	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	ND	ND	ND	NP
03c0b84901a7e8d0f6683760dc5424a3	Bacteria	1	ND	ND	ND	ND	ND	NP
9afeb1f83d6c4e2bcf857c121eb4f9d6	Bacteria	ND	ND	ND	ND	ND	ND	NP
b0d97b390c8200edcc4e50c86aa8fd7d	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	ND	ND	ND	NP
a2c651eb8cd409ae0dbceca9ab54e96f	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	ND	ND	NP
69baf1786d6230913c533b12ce82eab7	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	ND	ND	ND	NP
95e64ce6249478cb61b1518726b7ce73	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	ND	ND	NP
cf0f80b7b6b51eac24e402fde3811567	Bacteria	ND	ND	ND	ND	ND	ND	NP
470cab0db1ada4963e46ca90fa1c015f	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	ND	ND	NP
514c712b9d620addb048183ca79e3217	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	ND	ND	NP
d1aadc73852eb44a45a12a7f8c1acf43	Bacteria	1	ND	ND	ND	ND	ND	NP
d2c081b78d944f502bf44a38f837b221	Bacteria	ND	ND	ND	ND	ND	ND	NP
b9875bae83467e83cbb87f0bb6ed2db0	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	ND	ND	NP
9714f6f3b43cb62b0f63c65190c3aa8a	Bacteria	ND	ND	ND	ND	ND	ND	NP
bc9b7fd997575c41a4ccf74ee3243ad0	Bacteria	ND	ND	ND	ND	ND	ND	NP
f949dee4bcfc77e6d10a9a9c912758a3	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	ND	ND	ND	NP
c498c76b1c8891cd8d4b398014363aed	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	ND	ND	NP
f167332e0ba38711400e49d112104b28	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	ND	ND	NP
6e249a25e0fa3dbd3a614b949a06a6ab	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	ND	ND	ND	NP
dacbb2b0edb7acf8f76db900b8929bc8	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	ND	ND	NP
3f3cb2acea9fa2e75b800d6fc9b2ff70	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	ND	ND	NP
462ba34fb70bcaf21c13f072311ced43	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	ND	ND	NP
f408be8dd2fdbf5dff70a3d8e4c29037	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	ND	ND	ND	NP
f682c2dc9c3ac33edfb916fe03570941	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	ND	ND	NP
4fa286237cb0f2d23003a33893afce48	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ND	ND	NP
72bdb287feba9848cb565851079b6bf2	Bacteria	ND	ND	ND	ND	ND	ND	NP
352a9d98ccb7069ff6916081adcd8cfd	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	ND	ND	ND	NP
35fd79e6a023121f9b5ccde84448fa00	Bacteria	Acidobacteriota	Acidobacteriae	ND	ND	ND	ND	NP
94e44251662880ffc5b82a1aca4ff1d8	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	ND	ND	NP
31df7e34fb7acd258577de1d9f71c264	Bacteria	Proteobacteria	Alphaproteobacteria	ND	ND	ND	ND	NP
eef98902d1b2c3dad1fa2bbda76ab163	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	ND	ND	NP
89a945c23a10ff9ebedabdcf24bd22ab	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	ND	ND	NP
9622db015344db5af9ce7201e0ea92af	Bacteria	ND	ND	ND	ND	ND	ND	NP
c8f35ffef6cacd9ee3f181261b49c9a6	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ND	ND	NP
ddfa31257dcbf8eb6836dada748aceac	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	ND	ND	NP
99e3f0301657b68bb7d143c1d5b69da7	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	ND	ND	ND	NP
ee61ea8d663cd88c88cce3270d713c05	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	ND	ND	ND	NP
6bd8130f7e4a9c7ab331789fbcf59d94	Bacteria	1	ND	ND	ND	ND	ND	NP
25b42f16802781f27a17eebea68c368d	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	ND	ND	NP
1110fd1f1388d51cf07f1baba2af3f7d	Bacteria	ND	ND	ND	ND	ND	ND	NP
8063b789aa9b661a41aba5a31af8a6ee	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	ND	ND	NP
c645fb289d50d3ddec64bb4e6e903372	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	ND	ND	NP
1a2e12c31702b2fbbcecd6cc9f340b97	Bacteria	Proteobacteria	Alphaproteobacteria	ND	ND	ND	ND	NP
de7cec0988d1f809b44177506c235cea	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	ND	ND	NP
2faaba5d773ebb42724d3bcf9aff6734	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	ND	ND	ND	NP
b788ed366b63c0474a0ced93935f707c	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	ND	ND	ND	NP
5806d3a43beae89e6e2cd806a176b97d	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	ND	ND	ND	NP
e46d928f00b1d0a10c815b3095568aca	Bacteria	ND	ND	ND	ND	ND	ND	NP
acc8c2a4bf7c94770e2f483b5c13db6c	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	ND	ND	NP
488cd83db5d29cd280257144e3dc800a	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	ND	ND	ND	NP
442910f28c82a99e95b3b12e919db2c8	Bacteria	Actinobacteriota	Acidimicrobiia	ND	ND	ND	ND	NP
25ac005ee0d3a153d370bcbffbdcea09	Bacteria	ND	ND	ND	ND	ND	ND	NP
4e092a17c4945b113d0e560538b667d2	Bacteria	Acidobacteriota	Blastocatellia	ND	ND	ND	ND	NP
21b726d9e46d31c3340e0ded2ce93cda	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	ND	ND	NP
26f122db8ccc99731efdb039790aad9b	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	ND	ND	ND	NP
ea4fecfd7ee01eab3e82750086a852ec	Bacteria	Firmicutes	Bacilli	Bacillales	ND	ND	ND	NP
214391d92c53de09cdcc3b06f3789344	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	ND	ND	NP
cfa9d6e64ae6db787886ed3231cffccd	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	ND	ND	ND	NP
f6d6939ce9fc74d9ef6b1f2166f47556	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	ND	ND	ND	NP
e2e57974fa8ac4d792512319100e2482	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	ND	ND	NP
c7af938121457ad8b59b6165baee7c20	Bacteria	ND	ND	ND	ND	ND	ND	NP
7be94c9f2045a9589cd926894a99eaaf	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	ND	ND	ND	NP
4dab44ad44ce6f239413054388622cd7	Bacteria	ND	ND	ND	ND	ND	ND	NP
fa3312244ce0615b91ab4ee99bdb7f32	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	ND	ND	ND	NP
4fdc77cf1942e45cbb682c25c334ea4c	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	ND	ND	NP
4cbc4695aa48fd662c65fa71e176cc1e	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	ND	ND	NP
898f38f4e0493bf333157242aaeb440e	Bacteria	ND	ND	ND	ND	ND	ND	NP
549b7eb7b3b21c8fdc9fb5eadd453d09	Bacteria	Proteobacteria	Gammaproteobacteria	ND	ND	ND	ND	NP
